timestamp,user_id,page,action
2022-03-01 12:21:22.027,CUST132,categories/blog/categories,view
2022-03-01 21:07:08.542,CUST138,explore/explore,click
2022-03-02 05:52:55.058,CUST171,app/explore,add_to_cart
2022-03-02 14:38:41.573,CUST180,wp-content/search/posts,view
2022-03-02 23:24:28.089,CUST194,search/category,click
2022-03-03 08:10:14.604,CUST119,blog,view
2022-03-03 16:56:01.120,CUST181,categories,view
2022-03-04 01:41:47.635,CUST104,blog,click
2022-03-04 10:27:34.151,CUST190,category/category,purchase
2022-03-04 19:13:20.666,CUST136,wp-content,add_to_cart
2022-03-05 03:59:07.182,CUST145,list/list,add_to_cart
2022-03-05 12:44:53.697,CUST156,app/tags/category,click
2022-03-05 21:30:40.213,CUST140,categories/categories/explore,add_to_cart
2022-03-06 06:16:26.728,CUST195,search/blog/category,view
2022-03-06 15:02:13.244,CUST128,main/list,view
2022-03-06 23:47:59.759,CUST115,posts,purchase
2022-03-07 08:33:46.275,CUST137,list/tag,purchase
2022-03-07 17:19:32.790,CUST185,app/main,click
2022-03-08 02:05:19.306,CUST115,blog/app/tags,click
2022-03-08 10:51:05.821,CUST186,list/posts/list,view
2022-03-08 19:36:52.337,CUST174,posts,click
2022-03-09 04:22:38.852,CUST106,search,add_to_cart
2022-03-09 13:08:25.368,CUST103,category/wp-content/wp-content,click
2022-03-09 21:54:11.883,CUST198,app,add_to_cart
2022-03-10 06:39:58.399,CUST102,tag,add_to_cart
2022-03-10 15:25:44.914,CUST107,categories/main,click
2022-03-11 00:11:31.430,CUST121,wp-content/search,view
2022-03-11 08:57:17.945,CUST158,tag,purchase
2022-03-11 17:43:04.461,CUST183,list/categories/app,click
2022-03-12 02:28:50.976,CUST101,main/main,view
2022-03-12 11:14:37.492,CUST177,blog/list,add_to_cart
2022-03-12 20:00:24.008,CUST190,blog,purchase
2022-03-13 04:46:10.523,CUST194,list/tag,click
2022-03-13 13:31:57.039,CUST115,category/tags,view
2022-03-13 22:17:43.554,CUST192,tag,view
2022-03-14 07:03:30.070,CUST151,explore,purchase
2022-03-14 15:49:16.585,CUST196,categories/tag,purchase
2022-03-15 00:35:03.101,CUST109,explore/explore,purchase
2022-03-15 09:20:49.616,CUST146,explore/categories,click
2022-03-15 18:06:36.132,CUST164,app,purchase
2022-03-16 02:52:22.647,CUST182,search/categories,click
2022-03-16 11:38:09.163,CUST101,blog,view
2022-03-16 20:23:55.678,CUST150,tags/main,add_to_cart
2022-03-17 05:09:42.194,CUST195,app/list,purchase
2022-03-17 13:55:28.709,CUST117,app/blog,view
2022-03-17 22:41:15.225,CUST149,categories/app/app,purchase
2022-03-18 07:27:01.740,CUST174,app,purchase
2022-03-18 16:12:48.256,CUST114,categories,click
2022-03-19 00:58:34.771,CUST163,list/tags/posts,view
2022-03-19 09:44:21.287,CUST170,tags/category,click
2022-03-19 18:30:07.802,CUST112,search/app,view
2022-03-20 03:15:54.318,CUST154,app/categories/list,purchase
2022-03-20 12:01:40.833,CUST112,app,add_to_cart
2022-03-20 20:47:27.349,CUST177,blog/tag,add_to_cart
2022-03-21 05:33:13.864,CUST102,list/category,view
2022-03-21 14:19:00.380,CUST103,blog/wp-content/blog,view
2022-03-21 23:04:46.895,CUST176,search,view
2022-03-22 07:50:33.411,CUST185,wp-content,click
2022-03-22 16:36:19.926,CUST198,wp-content,purchase
2022-03-23 01:22:06.442,CUST146,tag/tag,view
2022-03-23 10:07:52.957,CUST199,list,purchase
2022-03-23 18:53:39.473,CUST102,tags/categories/category,purchase
2022-03-24 03:39:25.988,CUST126,search/wp-content,add_to_cart
2022-03-24 12:25:12.504,CUST171,posts/blog,purchase
2022-03-24 21:10:59.019,CUST108,tags/tag/wp-content,add_to_cart
2022-03-25 05:56:45.535,CUST108,posts/explore,purchase
2022-03-25 14:42:32.050,CUST121,categories/app/wp-content,click
2022-03-25 23:28:18.566,CUST172,search/list,view
2022-03-26 08:14:05.081,CUST187,search,add_to_cart
2022-03-26 16:59:51.597,CUST158,categories/posts,click
2022-03-27 01:45:38.112,CUST143,search,click
2022-03-27 10:31:24.628,CUST120,search/search,view
2022-03-27 19:17:11.143,CUST142,blog,add_to_cart
2022-03-28 04:02:57.659,CUST196,blog/main,add_to_cart
2022-03-28 12:48:44.174,CUST161,blog/explore/tags,add_to_cart
2022-03-28 21:34:30.690,CUST119,tags,view
2022-03-29 06:20:17.205,CUST112,wp-content,click
2022-03-29 15:06:03.721,CUST156,categories/main,view
2022-03-29 23:51:50.236,CUST178,wp-content/posts,purchase
2022-03-30 08:37:36.752,CUST101,wp-content/tag/main,view
2022-03-30 17:23:23.267,CUST151,tags/blog/posts,add_to_cart
2022-03-31 02:09:09.783,CUST104,app/explore,click
2022-03-31 10:54:56.298,CUST192,app/category,click
2022-03-31 19:40:42.814,CUST150,category/tags/tags,purchase
2022-04-01 04:26:29.329,CUST136,category,click
2022-04-01 13:12:15.845,CUST156,posts,view
2022-04-01 21:58:02.360,CUST197,wp-content/app/list,click
2022-04-02 06:43:48.876,CUST152,posts/category,purchase
2022-04-02 15:29:35.391,CUST142,tag/app/app,add_to_cart
2022-04-03 00:15:21.907,CUST167,list/app/list,purchase
2022-04-03 09:01:08.422,CUST109,list,purchase
2022-04-03 17:46:54.938,CUST126,category/list,click
2022-04-04 02:32:41.453,CUST112,blog/blog,purchase
2022-04-04 11:18:27.969,CUST169,search/app/tag,purchase
2022-04-04 20:04:14.484,CUST178,search,click
2022-04-05 04:50:01.000,CUST140,explore/categories/tags,click
2022-04-05 13:35:47.515,CUST116,app/list/app,click
2022-04-05 22:21:34.031,CUST134,app,view
2022-04-06 07:07:20.546,CUST154,search,click
2022-04-06 15:53:07.062,CUST175,categories,purchase
2022-04-07 00:38:53.577,CUST154,wp-content/tag,purchase
2022-04-07 09:24:40.093,CUST187,tag/app,view
2022-04-07 18:10:26.608,CUST190,list/tag,view
2022-04-08 02:56:13.124,CUST171,blog,purchase
2022-04-08 11:41:59.639,CUST172,posts,add_to_cart
2022-04-08 20:27:46.155,CUST177,explore/categories,add_to_cart
2022-04-09 05:13:32.670,CUST106,main,purchase
2022-04-09 13:59:19.186,CUST125,category,purchase
2022-04-09 22:45:05.701,CUST192,explore,view
2022-04-10 07:30:52.217,CUST125,search/tag,click
2022-04-10 16:16:38.732,CUST149,wp-content/search/posts,view
2022-04-11 01:02:25.248,CUST102,list/app,click
2022-04-11 09:48:11.763,CUST198,blog,click
2022-04-11 18:33:58.279,CUST199,category,purchase
2022-04-12 03:19:44.794,CUST174,tag/tag,purchase
2022-04-12 12:05:31.310,CUST170,main/categories/search,add_to_cart
2022-04-12 20:51:17.825,CUST131,posts/blog/main,add_to_cart
2022-04-13 05:37:04.341,CUST137,tag/category/search,add_to_cart
2022-04-13 14:22:50.856,CUST179,categories,click
2022-04-13 23:08:37.372,CUST151,wp-content/posts,add_to_cart
2022-04-14 07:54:23.887,CUST156,category,purchase
2022-04-14 16:40:10.403,CUST101,posts/explore/explore,purchase
2022-04-15 01:25:56.918,CUST179,tag/wp-content/explore,click
2022-04-15 10:11:43.434,CUST162,search/categories,click
2022-04-15 18:57:29.949,CUST182,categories,add_to_cart
2022-04-16 03:43:16.465,CUST184,list,view
2022-04-16 12:29:02.980,CUST187,main,purchase
2022-04-16 21:14:49.496,CUST138,app,click
2022-04-17 06:00:36.012,CUST107,search/list,purchase
2022-04-17 14:46:22.527,CUST116,list/search,view
2022-04-17 23:32:09.043,CUST190,list/search/blog,purchase
2022-04-18 08:17:55.558,CUST156,posts/app,view
2022-04-18 17:03:42.074,CUST188,app/main,click
2022-04-19 01:49:28.589,CUST157,wp-content/posts,click
2022-04-19 10:35:15.105,CUST101,search/list/category,add_to_cart
2022-04-19 19:21:01.620,CUST141,blog/main,view
2022-04-20 04:06:48.136,CUST192,list,add_to_cart
2022-04-20 12:52:34.651,CUST196,app/category,add_to_cart
2022-04-20 21:38:21.167,CUST122,categories/main/search,view
2022-04-21 06:24:07.682,CUST153,wp-content,add_to_cart
2022-04-21 15:09:54.198,CUST107,blog/blog,view
2022-04-21 23:55:40.713,CUST139,wp-content/list/blog,view
2022-04-22 08:41:27.229,CUST172,tags/category/wp-content,click
2022-04-22 17:27:13.744,CUST134,app/wp-content/tags,purchase
2022-04-23 02:13:00.260,CUST137,categories/wp-content,add_to_cart
2022-04-23 10:58:46.775,CUST160,posts/posts/app,purchase
2022-04-23 19:44:33.291,CUST153,search/blog,click
2022-04-24 04:30:19.806,CUST166,category/blog,click
2022-04-24 13:16:06.322,CUST139,search/blog/wp-content,add_to_cart
2022-04-24 22:01:52.837,CUST148,posts/categories,purchase
2022-04-25 06:47:39.353,CUST170,list,click
2022-04-25 15:33:25.868,CUST139,explore/posts,purchase
2022-04-26 00:19:12.384,CUST195,explore,add_to_cart
2022-04-26 09:04:58.899,CUST175,posts/posts/blog,purchase
2022-04-26 17:50:45.415,CUST178,explore/app/explore,view
2022-04-27 02:36:31.930,CUST180,category,add_to_cart
2022-04-27 11:22:18.446,CUST184,explore,view
2022-04-27 20:08:04.961,CUST194,main/search,purchase
2022-04-28 04:53:51.477,CUST132,categories/posts/app,view
2022-04-28 13:39:37.992,CUST118,search,click
2022-04-28 22:25:24.508,CUST154,list/posts/posts,view
2022-04-29 07:11:11.023,CUST172,main/tags,add_to_cart
2022-04-29 15:56:57.539,CUST177,search/blog,click
2022-04-30 00:42:44.054,CUST151,explore/blog,purchase
2022-04-30 09:28:30.570,CUST156,tags/tag/search,add_to_cart
2022-04-30 18:14:17.085,CUST109,app/app/explore,click
2022-05-01 03:00:03.601,CUST162,explore/search/tags,add_to_cart
2022-05-01 11:45:50.116,CUST112,wp-content,purchase
2022-05-01 20:31:36.632,CUST190,wp-content/tags/blog,purchase
2022-05-02 05:17:23.147,CUST170,search,click
2022-05-02 14:03:09.663,CUST180,search,click
2022-05-02 22:48:56.178,CUST118,list/categories,add_to_cart
2022-05-03 07:34:42.694,CUST187,wp-content/explore/tags,add_to_cart
2022-05-03 16:20:29.209,CUST138,category/list/wp-content,purchase
2022-05-04 01:06:15.725,CUST194,tag/list/explore,add_to_cart
2022-05-04 09:52:02.240,CUST140,app/posts/main,click
2022-05-04 18:37:48.756,CUST183,category,purchase
2022-05-05 03:23:35.271,CUST187,explore,add_to_cart
2022-05-05 12:09:21.787,CUST170,posts,click
2022-05-05 20:55:08.302,CUST170,wp-content/blog,click
2022-05-06 05:40:54.818,CUST118,main,purchase
2022-05-06 14:26:41.333,CUST170,explore/category,purchase
2022-05-06 23:12:27.849,CUST172,app/search,click
2022-05-07 07:58:14.364,CUST167,main,purchase
2022-05-07 16:44:00.880,CUST159,search,add_to_cart
2022-05-08 01:29:47.395,CUST115,tag/search,add_to_cart
2022-05-08 10:15:33.911,CUST192,blog,view
2022-05-08 19:01:20.426,CUST195,tags/blog,click
2022-05-09 03:47:06.942,CUST118,category/main/tag,view
2022-05-09 12:32:53.457,CUST160,main/search/posts,purchase
2022-05-09 21:18:39.973,CUST149,blog/app/tags,view
2022-05-10 06:04:26.488,CUST113,wp-content/tags,purchase
2022-05-10 14:50:13.004,CUST124,category,view
2022-05-10 23:35:59.519,CUST195,blog,purchase
2022-05-11 08:21:46.035,CUST155,tag/list,add_to_cart
2022-05-11 17:07:32.550,CUST134,blog/list,click
2022-05-12 01:53:19.066,CUST100,tags/list,click
2022-05-12 10:39:05.581,CUST128,app,add_to_cart
2022-05-12 19:24:52.097,CUST138,list/search/wp-content,purchase
2022-05-13 04:10:38.612,CUST187,app,add_to_cart
2022-05-13 12:56:25.128,CUST119,blog/explore,purchase
2022-05-13 21:42:11.643,CUST101,tags,view
2022-05-14 06:27:58.159,CUST169,tag/tags/explore,view
2022-05-14 15:13:44.674,CUST176,list,add_to_cart
2022-05-14 23:59:31.190,CUST199,blog/search/posts,purchase
2022-05-15 08:45:17.705,CUST148,category,click
2022-05-15 17:31:04.221,CUST107,explore,view
2022-05-16 02:16:50.736,CUST182,blog/category,view
2022-05-16 11:02:37.252,CUST112,category,view
2022-05-16 19:48:23.767,CUST141,categories,purchase
2022-05-17 04:34:10.283,CUST133,list,add_to_cart
2022-05-17 13:19:56.798,CUST151,blog/categories,click
2022-05-17 22:05:43.314,CUST173,blog/search,click
2022-05-18 06:51:29.829,CUST163,tags/search/category,purchase
2022-05-18 15:37:16.345,CUST197,main,view
2022-05-19 00:23:02.860,CUST185,blog,view
2022-05-19 09:08:49.376,CUST173,tags/main,click
2022-05-19 17:54:35.891,CUST146,tags/tags/category,view
2022-05-20 02:40:22.407,CUST199,list,purchase
2022-05-20 11:26:08.922,CUST153,list/explore/wp-content,add_to_cart
2022-05-20 20:11:55.438,CUST168,list,purchase
2022-05-21 04:57:41.953,CUST175,posts/posts/category,add_to_cart
2022-05-21 13:43:28.469,CUST193,wp-content/tags,click
2022-05-21 22:29:14.984,CUST168,blog/tag,add_to_cart
2022-05-22 07:15:01.500,CUST168,categories/app,purchase
2022-05-22 16:00:48.016,CUST175,posts,purchase
2022-05-23 00:46:34.531,CUST185,app/main/category,view
2022-05-23 09:32:21.047,CUST151,list,purchase
2022-05-23 18:18:07.562,CUST139,categories/tags,view
2022-05-24 03:03:54.078,CUST154,wp-content/posts,add_to_cart
2022-05-24 11:49:40.593,CUST155,posts,view
2022-05-24 20:35:27.109,CUST156,posts,purchase
2022-05-25 05:21:13.624,CUST137,posts/category/category,purchase
2022-05-25 14:07:00.140,CUST105,explore/wp-content/app,click
2022-05-25 22:52:46.655,CUST188,list,view
2022-05-26 07:38:33.171,CUST169,wp-content/posts,purchase
2022-05-26 16:24:19.686,CUST105,wp-content/list/blog,add_to_cart
2022-05-27 01:10:06.202,CUST136,search/tag,view
2022-05-27 09:55:52.717,CUST180,category,view
2022-05-27 18:41:39.233,CUST119,search/app/posts,add_to_cart
2022-05-28 03:27:25.748,CUST170,app,click
2022-05-28 12:13:12.264,CUST181,blog/search/main,view
2022-05-28 20:58:58.779,CUST148,blog,click
2022-05-29 05:44:45.295,CUST159,search/wp-content/categories,view
2022-05-29 14:30:31.810,CUST111,category/main/main,purchase
2022-05-29 23:16:18.326,CUST171,wp-content,view
2022-05-30 08:02:04.841,CUST147,categories/explore/search,add_to_cart
2022-05-30 16:47:51.357,CUST150,search/tags/category,purchase
2022-05-31 01:33:37.872,CUST135,tag,click
2022-05-31 10:19:24.388,CUST156,app/explore/posts,purchase
2022-05-31 19:05:10.903,CUST194,blog/tags/main,purchase
2022-06-01 03:50:57.419,CUST189,main,add_to_cart
2022-06-01 12:36:43.934,CUST108,app,add_to_cart
2022-06-01 21:22:30.450,CUST193,search,add_to_cart
2022-06-02 06:08:16.965,CUST115,search/wp-content,click
2022-06-02 14:54:03.481,CUST172,wp-content/posts/explore,view
2022-06-02 23:39:49.996,CUST108,wp-content,add_to_cart
2022-06-03 08:25:36.512,CUST103,main/list,add_to_cart
2022-06-03 17:11:23.027,CUST165,category/tag,purchase
2022-06-04 01:57:09.543,CUST192,category/categories/app,add_to_cart
2022-06-04 10:42:56.058,CUST123,tag/tags/categories,add_to_cart
2022-06-04 19:28:42.574,CUST123,list,view
2022-06-05 04:14:29.089,CUST169,categories,purchase
2022-06-05 13:00:15.605,CUST191,categories/explore,purchase
2022-06-05 21:46:02.120,CUST130,tags/list/main,purchase
2022-06-06 06:31:48.636,CUST166,list,purchase
2022-06-06 15:17:35.151,CUST120,tags,purchase
2022-06-07 00:03:21.667,CUST168,tag/blog,click
2022-06-07 08:49:08.182,CUST142,categories/main/wp-content,add_to_cart
2022-06-07 17:34:54.698,CUST141,categories/categories,add_to_cart
2022-06-08 02:20:41.213,CUST142,blog/blog,add_to_cart
2022-06-08 11:06:27.729,CUST121,main/posts/blog,click
2022-06-08 19:52:14.244,CUST105,main,click
2022-06-09 04:38:00.760,CUST139,tags/search/tag,click
2022-06-09 13:23:47.275,CUST133,tag/tags,purchase
2022-06-09 22:09:33.791,CUST187,list/wp-content/tag,purchase
2022-06-10 06:55:20.306,CUST189,main,purchase
2022-06-10 15:41:06.822,CUST170,blog/tag,view
2022-06-11 00:26:53.337,CUST144,categories/tag/explore,add_to_cart
2022-06-11 09:12:39.853,CUST175,tag/search,add_to_cart
2022-06-11 17:58:26.368,CUST197,category/app/list,click
2022-06-12 02:44:12.884,CUST181,search/category/tag,add_to_cart
2022-06-12 11:29:59.399,CUST175,main/main/wp-content,add_to_cart
2022-06-12 20:15:45.915,CUST133,tag/blog,view
2022-06-13 05:01:32.430,CUST150,categories/main,purchase
2022-06-13 13:47:18.946,CUST105,categories,purchase
2022-06-13 22:33:05.461,CUST167,list,add_to_cart
2022-06-14 07:18:51.977,CUST127,explore,add_to_cart
2022-06-14 16:04:38.492,CUST115,list/tag/categories,add_to_cart
2022-06-15 00:50:25.008,CUST103,main,add_to_cart
2022-06-15 09:36:11.523,CUST171,posts/category/tag,purchase
2022-06-15 18:21:58.039,CUST161,categories,click
2022-06-16 03:07:44.554,CUST159,posts/tag/category,purchase
2022-06-16 11:53:31.070,CUST132,list,view
2022-06-16 20:39:17.585,CUST150,tag/search,view
2022-06-17 05:25:04.101,CUST121,category,click
2022-06-17 14:10:50.616,CUST137,app/tags,purchase
2022-06-17 22:56:37.132,CUST129,posts/posts,add_to_cart
2022-06-18 07:42:23.647,CUST130,list/app,purchase
2022-06-18 16:28:10.163,CUST194,tags,add_to_cart
2022-06-19 01:13:56.678,CUST164,tags/category/search,click
2022-06-19 09:59:43.194,CUST195,main/blog,add_to_cart
2022-06-19 18:45:29.709,CUST196,tags,click
2022-06-20 03:31:16.225,CUST179,blog/tags/list,add_to_cart
2022-06-20 12:17:02.740,CUST123,search,add_to_cart
2022-06-20 21:02:49.256,CUST160,posts,purchase
2022-06-21 05:48:35.771,CUST141,categories/wp-content,click
2022-06-21 14:34:22.287,CUST104,main/blog/categories,purchase
2022-06-21 23:20:08.802,CUST109,explore/main/category,view
2022-06-22 08:05:55.318,CUST135,list/tags,view
2022-06-22 16:51:41.833,CUST109,tag/category/search,purchase
2022-06-23 01:37:28.349,CUST131,explore/category,view
2022-06-23 10:23:14.864,CUST185,tags/main/category,view
2022-06-23 19:09:01.380,CUST179,wp-content,purchase
2022-06-24 03:54:47.895,CUST149,posts,view
2022-06-24 12:40:34.411,CUST129,app/tags/list,view
